,SC #103,SC #104,SC #161,SC #105,SC #114,SC #106,SC #113,SC #107,SC #112,SC #108,SC #109,SC #157,SC #110,SC #111
0,44319600,16662600,2075400,2276100,36669600,85500,84682800,26880300,33210900,42202800,3231000,31659300,37081800,41598000
